Date,Resource_ID,Resource_Name,Resource_Type,Quantity_Used,Lab_Department,Usage_Frequency,Reorder_Level,Max_Stock,Stock_Level
2025-06-23,R004,Hydrochloric Acid 1M,Chemical,5,Pathology,Medium,30,100,68
2025-06-23,R003,Pipette Tips (Box),Consumable,7,Pathology,Medium,15,150,100
2025-06-23,R008,Sodium Hydroxide 1M,Chemical,8,General AI Lab,Low,20,80,20
2025-06-23,R006,Microscope Slides,Consumable,10,General AI Lab,Medium,10,100,100
2025-06-23,R001,Ethanol 95%,Chemical,14,Analytical Chemistry,High,50,500,340
2025-06-23,R003,Pipette Tips (Box),Consumable,5,Biochemistry,Medium,15,150,98
2025-06-23,R001,Ethanol 95%,Chemical,11,Analytical Chemistry,High,50,500,332
2025-06-23,R003,Pipette Tips (Box),Consumable,8,General AI Lab,Medium,15,150,93
2025-06-23,R005,Acetone,Chemical,8,Microbiology,High,40,300,264
2025-06-23,R008,Sodium Hydroxide 1M,Chemical,6,Pathology,Low,20,80,80
2025-06-23,R009,Gloves (Box),Consumable,16,Biochemistry,High,50,400,195
2025-06-23,R003,Pipette Tips (Box),Consumable,4,Pathology,Medium,15,150,92
2025-06-24,R008,Sodium Hydroxide 1M,Chemical,3,General AI Lab,Low,20,80,77
2025-06-24,R009,Gloves (Box),Consumable,12,Pathology,High,50,400,183
2025-06-24,R005,Acetone,Chemical,7,Microbiology,High,40,300,257
2025-06-24,R006,Microscope Slides,Consumable,10,Biochemistry,Medium,10,100,90
2025-06-24,R002,Petri Dishes (Pack),Consumable,9,Biochemistry,High,20,200,56
2025-06-24,R008,Sodium Hydroxide 1M,Chemical,5,Analytical Chemistry,Low,20,80,72
2025-06-24,R010,Distilled Water (L),Chemical,19,Biochemistry,Very High,100,1000,784
2025-06-24,R009,Gloves (Box),Consumable,2,Pathology,High,50,400,181
2025-06-24,R005,Acetone,Chemical,19,Microbiology,High,40,300,238
2025-06-24,R004,Hydrochloric Acid 1M,Chemical,10,Pathology,Medium,30,100,58
2025-06-24,R001,Ethanol 95%,Chemical,10,Microbiology,High,50,500,322
2025-06-24,R004,Hydrochloric Acid 1M,Chemical,9,Biochemistry,Medium,30,100,49
2025-06-24,R006,Microscope Slides,Consumable,8,General AI Lab,Medium,10,100,82
2025-06-24,R001,Ethanol 95%,Chemical,4,Analytical Chemistry,High,50,500,318
2025-06-24,R007,Centrifuge Tubes,Consumable,6,Pathology,High,25,250,196
2025-06-24,R002,Petri Dishes (Pack),Consumable,3,Pathology,High,20,200,53
2025-06-24,R001,Ethanol 95%,Chemical,7,General AI Lab,High,50,500,311
2025-06-24,R001,Ethanol 95%,Chemical,14,Pathology,High,50,500,297
2025-06-24,R003,Pipette Tips (Box),Consumable,6,Biochemistry,Medium,15,150,86
2025-06-24,R007,Centrifuge Tubes,Consumable,14,Pathology,High,25,250,182
2025-06-24,R008,Sodium Hydroxide 1M,Chemical,2,Microbiology,Low,20,80,70
2025-06-24,R010,Distilled Water (L),Chemical,44,General AI Lab,Very High,100,1000,740
2025-06-24,R004,Hydrochloric Acid 1M,Chemical,5,Pathology,Medium,30,100,44
2025-06-24,R007,Centrifuge Tubes,Consumable,19,Pathology,High,25,250,163
2025-06-24,R003,Pipette Tips (Box),Consumable,5,Analytical Chemistry,Medium,15,150,81
2025-06-25,R005,Acetone,Chemical,12,Biochemistry,High,40,300,226
2025-06-25,R003,Pipette Tips (Box),Consumable,10,Analytical Chemistry,Medium,15,150,71
2025-06-25,R002,Petri Dishes (Pack),Consumable,13,Pathology,High,20,200,40
2025-06-25,R010,Distilled Water (L),Chemical,11,Analytical Chemistry,Very High,100,1000,729
2025-06-25,R003,Pipette Tips (Box),Consumable,7,Pathology,Medium,15,150,64
2025-06-25,R007,Centrifuge Tubes,Consumable,20,Microbiology,High,25,250,143
2025-06-25,R010,Distilled Water (L),Chemical,27,Biochemistry,Very High,100,1000,702
2025-06-25,R010,Distilled Water (L),Chemical,16,Pathology,Very High,100,1000,686
2025-06-25,R005,Acetone,Chemical,11,Biochemistry,High,40,300,215
2025-06-25,R003,Pipette Tips (Box),Consumable,1,General AI Lab,Medium,15,150,63
2025-06-25,R002,Petri Dishes (Pack),Consumable,18,Analytical Chemistry,High,20,200,22
2025-06-25,R006,Microscope Slides,Consumable,3,General AI Lab,Medium,10,100,79
2025-06-25,R010,Distilled Water (L),Chemical,50,Biochemistry,Very High,100,1000,636
2025-06-25,R010,Distilled Water (L),Chemical,17,Biochemistry,Very High,100,1000,619
2025-06-25,R006,Microscope Slides,Consumable,3,Analytical Chemistry,Medium,10,100,76
2025-06-25,R003,Pipette Tips (Box),Consumable,3,Biochemistry,Medium,15,150,60
2025-06-25,R010,Distilled Water (L),Chemical,25,Analytical Chemistry,Very High,100,1000,594
2025-06-25,R010,Distilled Water (L),Chemical,6,Analytical Chemistry,Very High,100,1000,588
2025-06-25,R010,Distilled Water (L),Chemical,41,Biochemistry,Very High,100,1000,547
2025-06-25,R010,Distilled Water (L),Chemical,17,Pathology,Very High,100,1000,530
2025-06-25,R001,Ethanol 95%,Chemical,2,Biochemistry,High,50,500,295
2025-06-25,R008,Sodium Hydroxide 1M,Chemical,1,Microbiology,Low,20,80,69
2025-06-25,R001,Ethanol 95%,Chemical,9,General AI Lab,High,50,500,286
2025-06-25,R004,Hydrochloric Acid 1M,Chemical,1,General AI Lab,Medium,30,100,43
2025-06-25,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,68
2025-06-25,R009,Gloves (Box),Consumable,11,Biochemistry,High,50,400,170
2025-06-26,R004,Hydrochloric Acid 1M,Chemical,3,Pathology,Medium,30,100,40
2025-06-26,R003,Pipette Tips (Box),Consumable,1,Microbiology,Medium,15,150,59
2025-06-26,R003,Pipette Tips (Box),Consumable,10,Pathology,Medium,15,150,49
2025-06-26,R008,Sodium Hydroxide 1M,Chemical,1,Pathology,Low,20,80,67
2025-06-26,R006,Microscope Slides,Consumable,10,General AI Lab,Medium,10,100,66
2025-06-26,R002,Petri Dishes (Pack),Consumable,19,Microbiology,High,20,200,200
2025-06-26,R003,Pipette Tips (Box),Consumable,7,Biochemistry,Medium,15,150,42
2025-06-26,R002,Petri Dishes (Pack),Consumable,4,Analytical Chemistry,High,20,200,196
2025-06-26,R001,Ethanol 95%,Chemical,12,Analytical Chemistry,High,50,500,274
2025-06-26,R002,Petri Dishes (Pack),Consumable,3,Analytical Chemistry,High,20,200,193
2025-06-26,R002,Petri Dishes (Pack),Consumable,17,General AI Lab,High,20,200,176
2025-06-26,R006,Microscope Slides,Consumable,9,Pathology,Medium,10,100,57
2025-06-26,R007,Centrifuge Tubes,Consumable,17,Pathology,High,25,250,126
2025-06-26,R008,Sodium Hydroxide 1M,Chemical,4,Biochemistry,Low,20,80,63
2025-06-26,R001,Ethanol 95%,Chemical,3,Pathology,High,50,500,271
2025-06-26,R006,Microscope Slides,Consumable,5,Microbiology,Medium,10,100,52
2025-06-26,R004,Hydrochloric Acid 1M,Chemical,4,Microbiology,Medium,30,100,36
2025-06-26,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,62
2025-06-26,R003,Pipette Tips (Box),Consumable,2,Analytical Chemistry,Medium,15,150,40
2025-06-26,R004,Hydrochloric Acid 1M,Chemical,6,Analytical Chemistry,Medium,30,100,30
2025-06-26,R003,Pipette Tips (Box),Consumable,6,Microbiology,Medium,15,150,34
2025-06-26,R010,Distilled Water (L),Chemical,11,Pathology,Very High,100,1000,519
2025-06-27,R008,Sodium Hydroxide 1M,Chemical,7,Analytical Chemistry,Low,20,80,61
2025-06-27,R008,Sodium Hydroxide 1M,Chemical,10,Analytical Chemistry,Low,20,80,57
2025-06-27,R004,Hydrochloric Acid 1M,Chemical,11,General AI Lab,Medium,30,100,100
2025-06-27,R001,Ethanol 95%,Chemical,12,Microbiology,High,50,500,265
2025-06-27,R002,Petri Dishes (Pack),Consumable,19,General AI Lab,High,20,200,163
2025-06-27,R008,Sodium Hydroxide 1M,Chemical,9,Microbiology,Low,20,80,54
2025-06-27,R009,Gloves (Box),Consumable,9,Pathology,High,50,400,167
2025-06-27,R009,Gloves (Box),Consumable,21,General AI Lab,High,50,400,152
2025-06-27,R008,Sodium Hydroxide 1M,Chemical,11,Biochemistry,Low,20,80,49
2025-06-27,R007,Centrifuge Tubes,Consumable,19,Biochemistry,High,25,250,113
2025-06-27,R007,Centrifuge Tubes,Consumable,26,Biochemistry,High,25,250,93
2025-06-27,R007,Centrifuge Tubes,Consumable,13,Analytical Chemistry,High,25,250,86
2025-06-27,R005,Acetone,Chemical,23,Biochemistry,High,40,300,198
2025-06-27,R007,Centrifuge Tubes,Consumable,23,Pathology,High,25,250,69
2025-06-27,R008,Sodium Hydroxide 1M,Chemical,7,Analytical Chemistry,Low,20,80,48
2025-06-27,R003,Pipette Tips (Box),Consumable,11,Microbiology,Medium,15,150,29
2025-06-27,R002,Petri Dishes (Pack),Consumable,8,Biochemistry,High,20,200,161
2025-06-27,R005,Acetone,Chemical,10,General AI Lab,High,40,300,194
2025-06-27,R001,Ethanol 95%,Chemical,21,Microbiology,High,50,500,250
2025-06-27,R003,Pipette Tips (Box),Consumable,7,Analytical Chemistry,Medium,15,150,28
2025-06-27,R010,Distilled Water (L),Chemical,46,Pathology,Very High,100,1000,479
2025-06-27,R002,Petri Dishes (Pack),Consumable,9,Pathology,High,20,200,158
2025-06-27,R005,Acetone,Chemical,17,Biochemistry,High,40,300,183
2025-06-27,R009,Gloves (Box),Consumable,25,Analytical Chemistry,High,50,400,133
2025-06-27,R004,Hydrochloric Acid 1M,Chemical,10,Pathology,Medium,30,100,96
2025-06-28,R004,Hydrochloric Acid 1M,Chemical,3,Microbiology,Medium,30,100,93
2025-06-28,R003,Pipette Tips (Box),Consumable,3,Biochemistry,Medium,15,150,25
2025-06-28,R007,Centrifuge Tubes,Consumable,4,Pathology,High,25,250,65
2025-06-28,R009,Gloves (Box),Consumable,20,General AI Lab,High,50,400,113
2025-06-28,R001,Ethanol 95%,Chemical,18,General AI Lab,High,50,500,232
2025-06-28,R003,Pipette Tips (Box),Consumable,2,Pathology,Medium,15,150,23
2025-06-29,R003,Pipette Tips (Box),Consumable,10,Analytical Chemistry,Medium,15,150,150
2025-06-29,R006,Microscope Slides,Consumable,2,Microbiology,Medium,10,100,50
2025-06-29,R007,Centrifuge Tubes,Consumable,19,Pathology,High,25,250,46
2025-06-29,R009,Gloves (Box),Consumable,12,Analytical Chemistry,High,50,400,101
2025-06-30,R004,Hydrochloric Acid 1M,Chemical,6,Analytical Chemistry,Medium,30,100,90
2025-06-30,R008,Sodium Hydroxide 1M,Chemical,6,Analytical Chemistry,Low,20,80,45
2025-06-30,R007,Centrifuge Tubes,Consumable,7,Biochemistry,High,25,250,42
2025-06-30,R008,Sodium Hydroxide 1M,Chemical,5,Pathology,Low,20,80,43
2025-06-30,R008,Sodium Hydroxide 1M,Chemical,8,Analytical Chemistry,Low,20,80,38
2025-06-30,R001,Ethanol 95%,Chemical,21,Biochemistry,High,50,500,214
2025-06-30,R010,Distilled Water (L),Chemical,9,Biochemistry,Very High,100,1000,473
2025-06-30,R007,Centrifuge Tubes,Consumable,9,General AI Lab,High,25,250,36
2025-06-30,R004,Hydrochloric Acid 1M,Chemical,7,Microbiology,Medium,30,100,86
2025-06-30,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,85
2025-06-30,R005,Acetone,Chemical,16,Pathology,High,40,300,170
2025-06-30,R005,Acetone,Chemical,20,Microbiology,High,40,300,153
2025-06-30,R002,Petri Dishes (Pack),Consumable,14,General AI Lab,High,20,200,147
2025-06-30,R006,Microscope Slides,Consumable,8,Analytical Chemistry,Medium,10,100,45
2025-06-30,R001,Ethanol 95%,Chemical,16,Biochemistry,High,50,500,201
2025-06-30,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,84
2025-06-30,R005,Acetone,Chemical,16,Microbiology,High,40,300,140
2025-06-30,R007,Centrifuge Tubes,Consumable,8,Pathology,High,25,250,31
2025-06-30,R003,Pipette Tips (Box),Consumable,6,General AI Lab,Medium,15,150,147
2025-06-30,R010,Distilled Water (L),Chemical,45,Microbiology,Very High,100,1000,431
2025-06-30,R002,Petri Dishes (Pack),Consumable,23,Microbiology,High,20,200,127
2025-06-30,R005,Acetone,Chemical,22,Analytical Chemistry,High,40,300,121
2025-06-30,R001,Ethanol 95%,Chemical,23,General AI Lab,High,50,500,181
2025-06-30,R008,Sodium Hydroxide 1M,Chemical,8,General AI Lab,Low,20,80,33
2025-06-30,R008,Sodium Hydroxide 1M,Chemical,4,Biochemistry,Low,20,80,32
2025-06-30,R005,Acetone,Chemical,17,Biochemistry,High,40,300,107
2025-06-30,R010,Distilled Water (L),Chemical,46,Pathology,Very High,100,1000,388
2025-06-30,R001,Ethanol 95%,Chemical,17,Analytical Chemistry,High,50,500,167
2025-06-30,R007,Centrifuge Tubes,Consumable,13,Pathology,High,25,250,250
2025-07-01,R005,Acetone,Chemical,18,General AI Lab,High,40,300,89
2025-07-01,R007,Centrifuge Tubes,Consumable,20,Microbiology,High,25,250,230
2025-07-01,R001,Ethanol 95%,Chemical,18,Analytical Chemistry,High,50,500,149
2025-07-01,R009,Gloves (Box),Consumable,11,Analytical Chemistry,High,50,400,90
2025-07-01,R002,Petri Dishes (Pack),Consumable,17,Microbiology,High,20,200,110
2025-07-01,R004,Hydrochloric Acid 1M,Chemical,3,General AI Lab,Medium,30,100,81
2025-07-01,R005,Acetone,Chemical,10,Analytical Chemistry,High,40,300,79
2025-07-01,R004,Hydrochloric Acid 1M,Chemical,1,General AI Lab,Medium,30,100,80
2025-07-01,R007,Centrifuge Tubes,Consumable,12,Biochemistry,High,25,250,218
2025-07-01,R001,Ethanol 95%,Chemical,17,Analytical Chemistry,High,50,500,132
2025-07-01,R005,Acetone,Chemical,8,Pathology,High,40,300,71
2025-07-01,R006,Microscope Slides,Consumable,5,Analytical Chemistry,Medium,10,100,40
2025-07-01,R007,Centrifuge Tubes,Consumable,13,Pathology,High,25,250,205
2025-07-01,R003,Pipette Tips (Box),Consumable,10,Microbiology,Medium,15,150,137
2025-07-01,R004,Hydrochloric Acid 1M,Chemical,5,General AI Lab,Medium,30,100,75
2025-07-01,R002,Petri Dishes (Pack),Consumable,2,Biochemistry,High,20,200,108
2025-07-01,R005,Acetone,Chemical,10,Pathology,High,40,300,61
2025-07-01,R008,Sodium Hydroxide 1M,Chemical,2,Pathology,Low,20,80,30
2025-07-01,R010,Distilled Water (L),Chemical,40,Analytical Chemistry,Very High,100,1000,348
2025-07-01,R006,Microscope Slides,Consumable,3,Analytical Chemistry,Medium,10,100,37
2025-07-01,R002,Petri Dishes (Pack),Consumable,11,Microbiology,High,20,200,97
2025-07-01,R006,Microscope Slides,Consumable,8,General AI Lab,Medium,10,100,29
2025-07-01,R010,Distilled Water (L),Chemical,18,Biochemistry,Very High,100,1000,330
2025-07-01,R004,Hydrochloric Acid 1M,Chemical,4,Analytical Chemistry,Medium,30,100,71
2025-07-01,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,187
2025-07-01,R001,Ethanol 95%,Chemical,17,Biochemistry,High,50,500,115
2025-07-01,R007,Centrifuge Tubes,Consumable,3,Biochemistry,High,25,250,184
2025-07-02,R008,Sodium Hydroxide 1M,Chemical,1,Pathology,Low,20,80,29
2025-07-02,R002,Petri Dishes (Pack),Consumable,17,Analytical Chemistry,High,20,200,80
2025-07-02,R003,Pipette Tips (Box),Consumable,6,Biochemistry,Medium,15,150,131
2025-07-02,R007,Centrifuge Tubes,Consumable,20,Pathology,High,25,250,164
2025-07-02,R003,Pipette Tips (Box),Consumable,4,Analytical Chemistry,Medium,15,150,127
2025-07-02,R007,Centrifuge Tubes,Consumable,3,Biochemistry,High,25,250,161
2025-07-02,R007,Centrifuge Tubes,Consumable,18,Analytical Chemistry,High,25,250,143
2025-07-02,R004,Hydrochloric Acid 1M,Chemical,9,Microbiology,Medium,30,100,62
2025-07-02,R010,Distilled Water (L),Chemical,9,Pathology,Very High,100,1000,321
2025-07-02,R003,Pipette Tips (Box),Consumable,6,Microbiology,Medium,15,150,121
2025-07-02,R005,Acetone,Chemical,20,Analytical Chemistry,High,40,300,41
2025-07-02,R001,Ethanol 95%,Chemical,20,General AI Lab,High,50,500,95
2025-07-02,R006,Microscope Slides,Consumable,4,Analytical Chemistry,Medium,10,100,25
2025-07-02,R007,Centrifuge Tubes,Consumable,12,Analytical Chemistry,High,25,250,131
2025-07-02,R007,Centrifuge Tubes,Consumable,14,Pathology,High,25,250,117
2025-07-02,R004,Hydrochloric Acid 1M,Chemical,6,Biochemistry,Medium,30,100,56
2025-07-02,R009,Gloves (Box),Consumable,17,Analytical Chemistry,High,50,400,73
2025-07-02,R001,Ethanol 95%,Chemical,20,General AI Lab,High,50,500,75
2025-07-02,R009,Gloves (Box),Consumable,7,Analytical Chemistry,High,50,400,66
2025-07-02,R002,Petri Dishes (Pack),Consumable,17,Biochemistry,High,20,200,63
2025-07-02,R005,Acetone,Chemical,19,Biochemistry,High,40,300,300
2025-07-02,R006,Microscope Slides,Consumable,2,Biochemistry,Medium,10,100,23
2025-07-02,R009,Gloves (Box),Consumable,11,Biochemistry,High,50,400,55
2025-07-03,R004,Hydrochloric Acid 1M,Chemical,4,Analytical Chemistry,Medium,30,100,52
2025-07-03,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,24
2025-07-03,R001,Ethanol 95%,Chemical,11,Analytical Chemistry,High,50,500,64
2025-07-03,R005,Acetone,Chemical,7,Microbiology,High,40,300,293
2025-07-03,R007,Centrifuge Tubes,Consumable,18,General AI Lab,High,25,250,99
2025-07-03,R005,Acetone,Chemical,6,Microbiology,High,40,300,287
2025-07-03,R004,Hydrochloric Acid 1M,Chemical,1,Microbiology,Medium,30,100,51
2025-07-03,R001,Ethanol 95%,Chemical,12,General AI Lab,High,50,500,52
2025-07-03,R009,Gloves (Box),Consumable,8,Analytical Chemistry,High,50,400,400
2025-07-03,R007,Centrifuge Tubes,Consumable,2,Microbiology,High,25,250,97
2025-07-03,R007,Centrifuge Tubes,Consumable,15,Pathology,High,25,250,82
2025-07-03,R010,Distilled Water (L),Chemical,32,Pathology,Very High,100,1000,289
2025-07-03,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,23
2025-07-03,R003,Pipette Tips (Box),Consumable,10,Biochemistry,Medium,15,150,111
2025-07-03,R008,Sodium Hydroxide 1M,Chemical,3,Biochemistry,Low,20,80,20
2025-07-04,R010,Distilled Water (L),Chemical,49,Biochemistry,Very High,100,1000,246
2025-07-04,R007,Centrifuge Tubes,Consumable,11,General AI Lab,High,25,250,77
2025-07-04,R010,Distilled Water (L),Chemical,18,Analytical Chemistry,Very High,100,1000,234
2025-07-04,R002,Petri Dishes (Pack),Consumable,11,Pathology,High,20,200,58
2025-07-04,R004,Hydrochloric Acid 1M,Chemical,16,Biochemistry,Medium,30,100,41
2025-07-04,R003,Pipette Tips (Box),Consumable,7,General AI Lab,Medium,15,150,110
2025-07-04,R006,Microscope Slides,Consumable,13,Analytical Chemistry,Medium,10,100,16
2025-07-04,R002,Petri Dishes (Pack),Consumable,24,Analytical Chemistry,High,20,200,40
2025-07-04,R006,Microscope Slides,Consumable,10,Microbiology,Medium,10,100,12
2025-07-04,R008,Sodium Hydroxide 1M,Chemical,8,Pathology,Low,20,80,80
2025-07-04,R005,Acetone,Chemical,24,Biochemistry,High,40,300,269
2025-07-04,R001,Ethanol 95%,Chemical,17,Pathology,High,50,500,500
2025-07-04,R008,Sodium Hydroxide 1M,Chemical,9,Biochemistry,Low,20,80,77
2025-07-04,R002,Petri Dishes (Pack),Consumable,25,Analytical Chemistry,High,20,200,21
2025-07-04,R007,Centrifuge Tubes,Consumable,12,Analytical Chemistry,High,25,250,71
2025-07-04,R003,Pipette Tips (Box),Consumable,13,Microbiology,Medium,15,150,103
2025-07-04,R008,Sodium Hydroxide 1M,Chemical,8,Biochemistry,Low,20,80,75
2025-07-04,R004,Hydrochloric Acid 1M,Chemical,7,General AI Lab,Medium,30,100,40
2025-07-04,R009,Gloves (Box),Consumable,13,Microbiology,High,50,400,393
2025-07-04,R004,Hydrochloric Acid 1M,Chemical,10,Biochemistry,Medium,30,100,36
2025-07-04,R005,Acetone,Chemical,25,General AI Lab,High,40,300,250
2025-07-04,R001,Ethanol 95%,Chemical,9,Microbiology,High,50,500,497
2025-07-04,R001,Ethanol 95%,Chemical,9,Microbiology,High,50,500,494
2025-07-04,R007,Centrifuge Tubes,Consumable,22,Pathology,High,25,250,55
2025-07-04,R006,Microscope Slides,Consumable,7,Pathology,Medium,10,100,11
2025-07-05,R002,Petri Dishes (Pack),Consumable,5,General AI Lab,High,20,200,200
2025-07-05,R008,Sodium Hydroxide 1M,Chemical,2,Microbiology,Low,20,80,73
2025-07-05,R009,Gloves (Box),Consumable,4,Microbiology,High,50,400,389
2025-07-06,R005,Acetone,Chemical,13,Analytical Chemistry,High,40,300,237
2025-07-06,R002,Petri Dishes (Pack),Consumable,7,Microbiology,High,20,200,193
2025-07-06,R007,Centrifuge Tubes,Consumable,5,Microbiology,High,25,250,50
2025-07-06,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,100
2025-07-06,R005,Acetone,Chemical,16,Microbiology,High,40,300,221
2025-07-07,R001,Ethanol 95%,Chemical,9,Biochemistry,High,50,500,488
2025-07-07,R005,Acetone,Chemical,15,Microbiology,High,40,300,209
2025-07-07,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,72
2025-07-07,R001,Ethanol 95%,Chemical,9,Pathology,High,50,500,482
2025-07-07,R007,Centrifuge Tubes,Consumable,16,General AI Lab,High,25,250,37
2025-07-07,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,70
2025-07-07,R010,Distilled Water (L),Chemical,38,General AI Lab,Very High,100,1000,199
2025-07-07,R003,Pipette Tips (Box),Consumable,5,Pathology,Medium,15,150,101
2025-07-07,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,69
2025-07-07,R008,Sodium Hydroxide 1M,Chemical,7,Biochemistry,Low,20,80,65
2025-07-07,R008,Sodium Hydroxide 1M,Chemical,6,Pathology,Low,20,80,62
2025-07-07,R002,Petri Dishes (Pack),Consumable,17,Pathology,High,20,200,179
2025-07-07,R006,Microscope Slides,Consumable,9,Biochemistry,Medium,10,100,100
2025-07-07,R010,Distilled Water (L),Chemical,25,Microbiology,Very High,100,1000,177
2025-07-07,R006,Microscope Slides,Consumable,9,Pathology,Medium,10,100,94
2025-07-07,R002,Petri Dishes (Pack),Consumable,9,Microbiology,High,20,200,173
2025-07-08,R008,Sodium Hydroxide 1M,Chemical,4,Analytical Chemistry,Low,20,80,58
2025-07-08,R002,Petri Dishes (Pack),Consumable,17,Microbiology,High,20,200,156
2025-07-08,R002,Petri Dishes (Pack),Consumable,14,Pathology,High,20,200,142
2025-07-08,R001,Ethanol 95%,Chemical,19,General AI Lab,High,50,500,463
2025-07-08,R008,Sodium Hydroxide 1M,Chemical,3,Analytical Chemistry,Low,20,80,55
2025-07-08,R010,Distilled Water (L),Chemical,45,Analytical Chemistry,Very High,100,1000,132
2025-07-08,R009,Gloves (Box),Consumable,19,Biochemistry,High,50,400,370
2025-07-08,R001,Ethanol 95%,Chemical,9,Pathology,High,50,500,454
2025-07-08,R010,Distilled Water (L),Chemical,33,Microbiology,Very High,100,1000,1000
2025-07-08,R001,Ethanol 95%,Chemical,4,General AI Lab,High,50,500,450
2025-07-08,R002,Petri Dishes (Pack),Consumable,16,Pathology,High,20,200,126
2025-07-08,R006,Microscope Slides,Consumable,5,Microbiology,Medium,10,100,89
2025-07-08,R009,Gloves (Box),Consumable,9,General AI Lab,High,50,400,361
2025-07-08,R008,Sodium Hydroxide 1M,Chemical,3,Biochemistry,Low,20,80,52
2025-07-08,R008,Sodium Hydroxide 1M,Chemical,2,Microbiology,Low,20,80,50
2025-07-08,R003,Pipette Tips (Box),Consumable,9,Pathology,Medium,15,150,92
2025-07-08,R010,Distilled Water (L),Chemical,8,Microbiology,Very High,100,1000,992
2025-07-08,R007,Centrifuge Tubes,Consumable,6,General AI Lab,High,25,250,31
2025-07-08,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,92
2025-07-08,R010,Distilled Water (L),Chemical,11,Pathology,Very High,100,1000,981
2025-07-08,R006,Microscope Slides,Consumable,9,General AI Lab,Medium,10,100,80
2025-07-08,R007,Centrifuge Tubes,Consumable,14,Biochemistry,High,25,250,250
2025-07-09,R007,Centrifuge Tubes,Consumable,20,Pathology,High,25,250,230
2025-07-09,R009,Gloves (Box),Consumable,7,General AI Lab,High,50,400,354
2025-07-09,R003,Pipette Tips (Box),Consumable,3,Microbiology,Medium,15,150,89
2025-07-09,R007,Centrifuge Tubes,Consumable,12,General AI Lab,High,25,250,218
2025-07-09,R007,Centrifuge Tubes,Consumable,15,General AI Lab,High,25,250,203
2025-07-09,R005,Acetone,Chemical,19,Analytical Chemistry,High,40,300,190
2025-07-09,R006,Microscope Slides,Consumable,5,Pathology,Medium,10,100,75
2025-07-09,R003,Pipette Tips (Box),Consumable,3,Pathology,Medium,15,150,86
2025-07-09,R010,Distilled Water (L),Chemical,49,General AI Lab,Very High,100,1000,932
2025-07-09,R009,Gloves (Box),Consumable,3,General AI Lab,High,50,400,351
2025-07-09,R004,Hydrochloric Acid 1M,Chemical,5,Pathology,Medium,30,100,87
2025-07-09,R003,Pipette Tips (Box),Consumable,8,Microbiology,Medium,15,150,78
2025-07-09,R002,Petri Dishes (Pack),Consumable,15,Microbiology,High,20,200,111
2025-07-09,R010,Distilled Water (L),Chemical,12,Pathology,Very High,100,1000,920
2025-07-09,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,45
2025-07-09,R009,Gloves (Box),Consumable,17,Analytical Chemistry,High,50,400,334
2025-07-09,R008,Sodium Hydroxide 1M,Chemical,1,Microbiology,Low,20,80,44
2025-07-09,R004,Hydrochloric Acid 1M,Chemical,1,Analytical Chemistry,Medium,30,100,86
2025-07-09,R006,Microscope Slides,Consumable,5,General AI Lab,Medium,10,100,70
2025-07-09,R009,Gloves (Box),Consumable,13,Microbiology,High,50,400,321
2025-07-09,R008,Sodium Hydroxide 1M,Chemical,2,Analytical Chemistry,Low,20,80,42
2025-07-09,R003,Pipette Tips (Box),Consumable,7,Microbiology,Medium,15,150,71
2025-07-09,R005,Acetone,Chemical,8,Biochemistry,High,40,300,182
2025-07-09,R002,Petri Dishes (Pack),Consumable,14,Biochemistry,High,20,200,97
2025-07-09,R001,Ethanol 95%,Chemical,7,Pathology,High,50,500,443
2025-07-10,R010,Distilled Water (L),Chemical,33,Biochemistry,Very High,100,1000,887
2025-07-10,R001,Ethanol 95%,Chemical,10,Biochemistry,High,50,500,433
2025-07-10,R006,Microscope Slides,Consumable,9,Microbiology,Medium,10,100,61
2025-07-10,R007,Centrifuge Tubes,Consumable,14,Pathology,High,25,250,189
2025-07-10,R009,Gloves (Box),Consumable,11,Microbiology,High,50,400,310
2025-07-10,R009,Gloves (Box),Consumable,14,Biochemistry,High,50,400,296
2025-07-10,R001,Ethanol 95%,Chemical,13,Pathology,High,50,500,420
2025-07-10,R005,Acetone,Chemical,8,General AI Lab,High,40,300,174
2025-07-10,R005,Acetone,Chemical,6,Microbiology,High,40,300,168
2025-07-10,R002,Petri Dishes (Pack),Consumable,19,Biochemistry,High,20,200,78
2025-07-10,R005,Acetone,Chemical,7,Analytical Chemistry,High,40,300,161
2025-07-10,R001,Ethanol 95%,Chemical,14,Biochemistry,High,50,500,406
